parent_id,family_id,parent_role,birth_year_demo,baseline_age_at_first_child_demo,country_context_demo,parent_record_created_at_demo
P-000484,FAM-000484,father,1970,35,CONTEXT_B,2026-07-15
M-000484,FAM-000484,mother,1972,33,CONTEXT_A,2026-07-15
P-000485,FAM-000485,father,1979,25,CONTEXT_B,2026-07-15
M-000485,FAM-000485,mother,1976,28,CONTEXT_A,2026-07-15
P-000486,FAM-000486,father,1968,36,CONTEXT_B,2026-07-15
M-000486,FAM-000486,mother,1976,28,CONTEXT_A,2026-07-15
P-000487,FAM-000487,father,1960,42,CONTEXT_A,2026-07-15
M-000487,FAM-000487,mother,1967,35,CONTEXT_B,2026-07-15
P-000488,FAM-000488,father,1977,22,CONTEXT_B,2026-07-15
M-000488,FAM-000488,mother,1981,18,CONTEXT_A,2026-07-15
P-000489,FAM-000489,father,1963,35,CONTEXT_B,2026-07-15
M-000489,FAM-000489,mother,1964,34,CONTEXT_A,2026-07-15
P-000490,FAM-000490,father,1976,25,CONTEXT_A,2026-07-15
M-000490,FAM-000490,mother,1974,27,CONTEXT_C,2026-07-15
P-000491,FAM-000491,father,1967,41,CONTEXT_A,2026-07-15
M-000491,FAM-000491,mother,1975,33,CONTEXT_B,2026-07-15
P-000492,FAM-000492,father,1979,27,CONTEXT_A,2026-07-15
M-000492,FAM-000492,mother,1981,25,CONTEXT_A,2026-07-15
P-000493,FAM-000493,father,1976,28,CONTEXT_A,2026-07-15
M-000493,FAM-000493,mother,1972,32,CONTEXT_A,2026-07-15
P-000494,FAM-000494,father,1974,31,CONTEXT_A,2026-07-15
M-000494,FAM-000494,mother,1977,28,CONTEXT_A,2026-07-15
P-000495,FAM-000495,father,1976,27,CONTEXT_A,2026-07-15
M-000495,FAM-000495,mother,1977,26,CONTEXT_B,2026-07-15
P-000496,FAM-000496,father,1970,32,CONTEXT_A,2026-07-15
M-000496,FAM-000496,mother,1975,27,CONTEXT_A,2026-07-15
P-000497,FAM-000497,father,1986,22,CONTEXT_B,2026-07-15
M-000497,FAM-000497,mother,1985,23,CONTEXT_C,2026-07-15
P-000498,FAM-000498,father,1964,36,CONTEXT_C,2026-07-15
M-000498,FAM-000498,mother,1965,35,CONTEXT_C,2026-07-15
P-000499,FAM-000499,father,1981,26,CONTEXT_B,2026-07-15
M-000499,FAM-000499,mother,1985,22,CONTEXT_B,2026-07-15
P-000500,FAM-000500,father,1977,30,CONTEXT_A,2026-07-15
M-000500,FAM-000500,mother,1976,31,CONTEXT_A,2026-07-15
P-000501,FAM-000501,father,1976,26,CONTEXT_A,2026-07-15
M-000501,FAM-000501,mother,1975,27,CONTEXT_A,2026-07-15
P-000502,FAM-000502,father,1968,38,CONTEXT_A,2026-07-15
M-000502,FAM-000502,mother,1971,35,CONTEXT_A,2026-07-15
P-000503,FAM-000503,father,1966,42,CONTEXT_A,2026-07-15
M-000503,FAM-000503,mother,1971,37,CONTEXT_A,2026-07-15
P-000504,FAM-000504,father,1970,34,CONTEXT_C,2026-07-15
M-000504,FAM-000504,mother,1969,35,CONTEXT_A,2026-07-15
P-000505,FAM-000505,father,1972,37,CONTEXT_A,2026-07-15
M-000505,FAM-000505,mother,1975,34,CONTEXT_A,2026-07-15
P-000506,FAM-000506,father,1971,33,CONTEXT_B,2026-07-15
M-000506,FAM-000506,mother,1973,31,CONTEXT_A,2026-07-15
P-000507,FAM-000507,father,1966,34,CONTEXT_B,2026-07-15
M-000507,FAM-000507,mother,1965,35,CONTEXT_B,2026-07-15
P-000508,FAM-000508,father,1966,34,CONTEXT_A,2026-07-15
M-000508,FAM-000508,mother,1968,32,CONTEXT_A,2026-07-15
P-000509,FAM-000509,father,1972,31,CONTEXT_A,2026-07-15
M-000509,FAM-000509,mother,1972,31,CONTEXT_C,2026-07-15
P-000510,FAM-000510,father,1979,22,CONTEXT_A,2026-07-15
M-000510,FAM-000510,mother,1979,22,CONTEXT_C,2026-07-15
P-000511,FAM-000511,father,1972,32,CONTEXT_A,2026-07-15
M-000511,FAM-000511,mother,1976,28,CONTEXT_A,2026-07-15
P-000512,FAM-000512,father,1969,33,CONTEXT_A,2026-07-15
M-000512,FAM-000512,mother,1972,30,CONTEXT_C,2026-07-15
P-000513,FAM-000513,father,1972,26,CONTEXT_A,2026-07-15
M-000513,FAM-000513,mother,1969,29,CONTEXT_A,2026-07-15
P-000514,FAM-000514,father,1972,35,CONTEXT_A,2026-07-15
M-000514,FAM-000514,mother,1974,33,CONTEXT_B,2026-07-15
P-000515,FAM-000515,father,1967,41,CONTEXT_B,2026-07-15
M-000515,FAM-000515,mother,1974,34,CONTEXT_A,2026-07-15
P-000516,FAM-000516,father,1973,30,CONTEXT_A,2026-07-15
M-000516,FAM-000516,mother,1973,30,CONTEXT_B,2026-07-15
P-000517,FAM-000517,father,1970,28,CONTEXT_A,2026-07-15
M-000517,FAM-000517,mother,1970,28,CONTEXT_A,2026-07-15
P-000518,FAM-000518,father,1977,31,CONTEXT_A,2026-07-15
M-000518,FAM-000518,mother,1983,25,CONTEXT_A,2026-07-15
P-000519,FAM-000519,father,1962,40,CONTEXT_A,2026-07-15
M-000519,FAM-000519,mother,1967,35,CONTEXT_A,2026-07-15
P-000520,FAM-000520,father,1975,24,CONTEXT_A,2026-07-15
M-000520,FAM-000520,mother,1973,26,CONTEXT_A,2026-07-15
P-000521,FAM-000521,father,1984,21,CONTEXT_A,2026-07-15
M-000521,FAM-000521,mother,1976,29,CONTEXT_A,2026-07-15
P-000522,FAM-000522,father,1978,26,CONTEXT_A,2026-07-15
M-000522,FAM-000522,mother,1978,26,CONTEXT_A,2026-07-15
P-000523,FAM-000523,father,1978,27,CONTEXT_B,2026-07-15
M-000523,FAM-000523,mother,1976,29,CONTEXT_B,2026-07-15
P-000524,FAM-000524,father,1966,31,CONTEXT_A,2026-07-15
M-000524,FAM-000524,mother,1971,26,CONTEXT_A,2026-07-15
P-000525,FAM-000525,father,1960,38,CONTEXT_B,2026-07-15
M-000525,FAM-000525,mother,1964,34,CONTEXT_A,2026-07-15
P-000526,FAM-000526,father,1970,29,CONTEXT_A,2026-07-15
M-000526,FAM-000526,mother,1974,25,CONTEXT_A,2026-07-15
P-000527,FAM-000527,father,1966,37,CONTEXT_B,2026-07-15
M-000527,FAM-000527,mother,1975,28,CONTEXT_A,2026-07-15
P-000528,FAM-000528,father,1972,33,CONTEXT_B,2026-07-15
M-000528,FAM-000528,mother,1973,32,CONTEXT_A,2026-07-15
P-000529,FAM-000529,father,1975,27,CONTEXT_B,2026-07-15
M-000529,FAM-000529,mother,1973,29,CONTEXT_C,2026-07-15
P-000530,FAM-000530,father,1976,23,CONTEXT_A,2026-07-15
M-000530,FAM-000530,mother,1975,24,CONTEXT_A,2026-07-15
P-000531,FAM-000531,father,1970,37,CONTEXT_A,2026-07-15
M-000531,FAM-000531,mother,1975,32,CONTEXT_A,2026-07-15
P-000532,FAM-000532,father,1975,30,CONTEXT_A,2026-07-15
M-000532,FAM-000532,mother,1977,28,CONTEXT_A,2026-07-15
P-000533,FAM-000533,father,1970,30,CONTEXT_C,2026-07-15
M-000533,FAM-000533,mother,1971,29,CONTEXT_C,2026-07-15
P-000534,FAM-000534,father,1975,32,CONTEXT_B,2026-07-15
M-000534,FAM-000534,mother,1979,28,CONTEXT_A,2026-07-15
P-000535,FAM-000535,father,1972,30,CONTEXT_C,2026-07-15
M-000535,FAM-000535,mother,1972,30,CONTEXT_C,2026-07-15
P-000536,FAM-000536,father,1975,31,CONTEXT_A,2026-07-15
M-000536,FAM-000536,mother,1977,29,CONTEXT_B,2026-07-15
P-000537,FAM-000537,father,1977,31,CONTEXT_A,2026-07-15
M-000537,FAM-000537,mother,1977,31,CONTEXT_A,2026-07-15
P-000538,FAM-000538,father,1966,34,CONTEXT_A,2026-07-15
M-000538,FAM-000538,mother,1967,33,CONTEXT_A,2026-07-15
P-000539,FAM-000539,father,1960,40,CONTEXT_C,2026-07-15
M-000539,FAM-000539,mother,1966,34,CONTEXT_A,2026-07-15
P-000540,FAM-000540,father,1965,35,CONTEXT_A,2026-07-15
M-000540,FAM-000540,mother,1968,32,CONTEXT_C,2026-07-15
P-000541,FAM-000541,father,1970,36,CONTEXT_A,2026-07-15
M-000541,FAM-000541,mother,1971,35,CONTEXT_C,2026-07-15
P-000542,FAM-000542,father,1955,43,CONTEXT_A,2026-07-15
M-000542,FAM-000542,mother,1960,38,CONTEXT_B,2026-07-15
P-000543,FAM-000543,father,1966,32,CONTEXT_A,2026-07-15
M-000543,FAM-000543,mother,1965,33,CONTEXT_A,2026-07-15
P-000544,FAM-000544,father,1977,30,CONTEXT_A,2026-07-15
M-000544,FAM-000544,mother,1977,30,CONTEXT_B,2026-07-15
P-000545,FAM-000545,father,1986,23,CONTEXT_A,2026-07-15
M-000545,FAM-000545,mother,1980,29,CONTEXT_A,2026-07-15
P-000546,FAM-000546,father,1969,37,CONTEXT_A,2026-07-15
M-000546,FAM-000546,mother,1972,34,CONTEXT_C,2026-07-15
P-000547,FAM-000547,father,1974,33,CONTEXT_B,2026-07-15
M-000547,FAM-000547,mother,1975,32,CONTEXT_A,2026-07-15
P-000548,FAM-000548,father,1967,36,CONTEXT_A,2026-07-15
M-000548,FAM-000548,mother,1971,32,CONTEXT_A,2026-07-15
P-000549,FAM-000549,father,1986,22,CONTEXT_A,2026-07-15
M-000549,FAM-000549,mother,1986,22,CONTEXT_A,2026-07-15
P-000550,FAM-000550,father,1960,43,CONTEXT_A,2026-07-15
M-000550,FAM-000550,mother,1967,36,CONTEXT_A,2026-07-15
P-000551,FAM-000551,father,1974,31,CONTEXT_B,2026-07-15
M-000551,FAM-000551,mother,1974,31,CONTEXT_C,2026-07-15
P-000552,FAM-000552,father,1963,45,CONTEXT_A,2026-07-15
M-000552,FAM-000552,mother,1976,32,CONTEXT_A,2026-07-15
P-000553,FAM-000553,father,1975,29,CONTEXT_A,2026-07-15
M-000553,FAM-000553,mother,1973,31,CONTEXT_A,2026-07-15
P-000554,FAM-000554,father,1967,32,CONTEXT_B,2026-07-15
M-000554,FAM-000554,mother,1970,29,CONTEXT_A,2026-07-15
P-000555,FAM-000555,father,1972,34,CONTEXT_B,2026-07-15
M-000555,FAM-000555,mother,1974,32,CONTEXT_A,2026-07-15
P-000556,FAM-000556,father,1973,29,CONTEXT_A,2026-07-15
M-000556,FAM-000556,mother,1973,29,CONTEXT_A,2026-07-15
P-000557,FAM-000557,father,1974,33,CONTEXT_A,2026-07-15
M-000557,FAM-000557,mother,1982,25,CONTEXT_A,2026-07-15
P-000558,FAM-000558,father,1957,45,CONTEXT_B,2026-07-15
M-000558,FAM-000558,mother,1962,40,CONTEXT_B,2026-07-15
P-000559,FAM-000559,father,1967,34,CONTEXT_C,2026-07-15
M-000559,FAM-000559,mother,1976,25,CONTEXT_A,2026-07-15
P-000560,FAM-000560,father,1968,31,CONTEXT_A,2026-07-15
M-000560,FAM-000560,mother,1974,25,CONTEXT_B,2026-07-15
P-000561,FAM-000561,father,1971,29,CONTEXT_A,2026-07-15
M-000561,FAM-000561,mother,1970,30,CONTEXT_A,2026-07-15
P-000562,FAM-000562,father,1971,35,CONTEXT_A,2026-07-15
M-000562,FAM-000562,mother,1973,33,CONTEXT_B,2026-07-15
P-000563,FAM-000563,father,1979,28,CONTEXT_B,2026-07-15
M-000563,FAM-000563,mother,1977,30,CONTEXT_B,2026-07-15
P-000564,FAM-000564,father,1973,34,CONTEXT_A,2026-07-15
M-000564,FAM-000564,mother,1976,31,CONTEXT_A,2026-07-15
P-000565,FAM-000565,father,1967,34,CONTEXT_A,2026-07-15
M-000565,FAM-000565,mother,1969,32,CONTEXT_A,2026-07-15
P-000566,FAM-000566,father,1966,41,CONTEXT_A,2026-07-15
M-000566,FAM-000566,mother,1966,41,CONTEXT_A,2026-07-15
P-000567,FAM-000567,father,1964,37,CONTEXT_B,2026-07-15
M-000567,FAM-000567,mother,1966,35,CONTEXT_C,2026-07-15
P-000568,FAM-000568,father,1979,29,CONTEXT_B,2026-07-15
M-000568,FAM-000568,mother,1979,29,CONTEXT_A,2026-07-15
P-000569,FAM-000569,father,1974,30,CONTEXT_A,2026-07-15
M-000569,FAM-000569,mother,1972,32,CONTEXT_A,2026-07-15
P-000570,FAM-000570,father,1971,33,CONTEXT_B,2026-07-15
M-000570,FAM-000570,mother,1979,25,CONTEXT_A,2026-07-15
P-000571,FAM-000571,father,1980,27,CONTEXT_A,2026-07-15
M-000571,FAM-000571,mother,1974,33,CONTEXT_A,2026-07-15
P-000572,FAM-000572,father,1966,38,CONTEXT_B,2026-07-15
M-000572,FAM-000572,mother,1970,34,CONTEXT_A,2026-07-15
P-000573,FAM-000573,father,1973,33,CONTEXT_A,2026-07-15
M-000573,FAM-000573,mother,1979,27,CONTEXT_A,2026-07-15
P-000574,FAM-000574,father,1955,46,CONTEXT_A,2026-07-15
M-000574,FAM-000574,mother,1959,42,CONTEXT_A,2026-07-15
P-000575,FAM-000575,father,1969,34,CONTEXT_C,2026-07-15
M-000575,FAM-000575,mother,1971,32,CONTEXT_A,2026-07-15
P-000576,FAM-000576,father,1971,31,CONTEXT_B,2026-07-15
M-000576,FAM-000576,mother,1971,31,CONTEXT_A,2026-07-15
P-000577,FAM-000577,father,1971,27,CONTEXT_A,2026-07-15
M-000577,FAM-000577,mother,1967,31,CONTEXT_A,2026-07-15
P-000578,FAM-000578,father,1967,35,CONTEXT_A,2026-07-15
M-000578,FAM-000578,mother,1970,32,CONTEXT_A,2026-07-15
P-000579,FAM-000579,father,1969,35,CONTEXT_B,2026-07-15
M-000579,FAM-000579,mother,1970,34,CONTEXT_A,2026-07-15
P-000580,FAM-000580,father,1966,35,CONTEXT_C,2026-07-15
M-000580,FAM-000580,mother,1975,26,CONTEXT_B,2026-07-15
P-000581,FAM-000581,father,1970,29,CONTEXT_A,2026-07-15
M-000581,FAM-000581,mother,1968,31,CONTEXT_C,2026-07-15
P-000582,FAM-000582,father,1968,35,CONTEXT_A,2026-07-15
M-000582,FAM-000582,mother,1973,30,CONTEXT_A,2026-07-15
P-000583,FAM-000583,father,1956,42,CONTEXT_B,2026-07-15
M-000583,FAM-000583,mother,1958,40,CONTEXT_A,2026-07-15
P-000584,FAM-000584,father,1969,38,CONTEXT_C,2026-07-15
M-000584,FAM-000584,mother,1975,32,CONTEXT_A,2026-07-15
P-000585,FAM-000585,father,1972,28,CONTEXT_A,2026-07-15
M-000585,FAM-000585,mother,1973,27,CONTEXT_A,2026-07-15
P-000586,FAM-000586,father,1975,24,CONTEXT_A,2026-07-15
M-000586,FAM-000586,mother,1973,26,CONTEXT_B,2026-07-15
P-000587,FAM-000587,father,1964,44,CONTEXT_A,2026-07-15
M-000587,FAM-000587,mother,1970,38,CONTEXT_B,2026-07-15
P-000588,FAM-000588,father,1969,32,CONTEXT_B,2026-07-15
M-000588,FAM-000588,mother,1976,25,CONTEXT_A,2026-07-15
P-000589,FAM-000589,father,1971,35,CONTEXT_A,2026-07-15
M-000589,FAM-000589,mother,1974,32,CONTEXT_B,2026-07-15
P-000590,FAM-000590,father,1966,35,CONTEXT_A,2026-07-15
M-000590,FAM-000590,mother,1969,32,CONTEXT_B,2026-07-15
P-000591,FAM-000591,father,1967,32,CONTEXT_A,2026-07-15
M-000591,FAM-000591,mother,1970,29,CONTEXT_B,2026-07-15
P-000592,FAM-000592,father,1972,29,CONTEXT_A,2026-07-15
M-000592,FAM-000592,mother,1973,28,CONTEXT_B,2026-07-15
P-000593,FAM-000593,father,1973,29,CONTEXT_C,2026-07-15
M-000593,FAM-000593,mother,1974,28,CONTEXT_A,2026-07-15
P-000594,FAM-000594,father,1967,38,CONTEXT_C,2026-07-15
M-000594,FAM-000594,mother,1970,35,CONTEXT_A,2026-07-15
P-000595,FAM-000595,father,1983,22,CONTEXT_A,2026-07-15
M-000595,FAM-000595,mother,1981,24,CONTEXT_A,2026-07-15
P-000596,FAM-000596,father,1979,27,CONTEXT_A,2026-07-15
M-000596,FAM-000596,mother,1980,26,CONTEXT_B,2026-07-15
P-000597,FAM-000597,father,1976,27,CONTEXT_A,2026-07-15
M-000597,FAM-000597,mother,1980,23,CONTEXT_A,2026-07-15
P-000598,FAM-000598,father,1976,31,CONTEXT_C,2026-07-15
M-000598,FAM-000598,mother,1979,28,CONTEXT_A,2026-07-15
P-000599,FAM-000599,father,1972,31,CONTEXT_A,2026-07-15
M-000599,FAM-000599,mother,1975,28,CONTEXT_C,2026-07-15
P-000600,FAM-000600,father,1980,26,CONTEXT_B,2026-07-15
M-000600,FAM-000600,mother,1981,25,CONTEXT_B,2026-07-15
P-000601,FAM-000601,father,1967,32,CONTEXT_B,2026-07-15
M-000601,FAM-000601,mother,1966,33,CONTEXT_A,2026-07-15
P-000602,FAM-000602,father,1975,24,CONTEXT_A,2026-07-15
M-000602,FAM-000602,mother,1975,24,CONTEXT_A,2026-07-15
P-000603,FAM-000603,father,1971,36,CONTEXT_A,2026-07-15
M-000603,FAM-000603,mother,1971,36,CONTEXT_A,2026-07-15
P-000604,FAM-000604,father,1966,33,CONTEXT_B,2026-07-15
M-000604,FAM-000604,mother,1969,30,CONTEXT_A,2026-07-15
P-000605,FAM-000605,father,1959,39,CONTEXT_A,2026-07-15
M-000605,FAM-000605,mother,1966,32,CONTEXT_A,2026-07-15
P-000606,FAM-000606,father,1976,30,CONTEXT_B,2026-07-15
M-000606,FAM-000606,mother,1976,30,CONTEXT_B,2026-07-15
P-000607,FAM-000607,father,1977,30,CONTEXT_C,2026-07-15
M-000607,FAM-000607,mother,1977,30,CONTEXT_A,2026-07-15
P-000608,FAM-000608,father,1967,35,CONTEXT_C,2026-07-15
M-000608,FAM-000608,mother,1969,33,CONTEXT_B,2026-07-15
P-000609,FAM-000609,father,1968,36,CONTEXT_A,2026-07-15
M-000609,FAM-000609,mother,1972,32,CONTEXT_C,2026-07-15
P-000610,FAM-000610,father,1983,23,CONTEXT_A,2026-07-15
M-000610,FAM-000610,mother,1979,27,CONTEXT_A,2026-07-15
P-000611,FAM-000611,father,1964,41,CONTEXT_A,2026-07-15
M-000611,FAM-000611,mother,1972,33,CONTEXT_A,2026-07-15
P-000612,FAM-000612,father,1970,28,CONTEXT_A,2026-07-15
M-000612,FAM-000612,mother,1970,28,CONTEXT_A,2026-07-15
P-000613,FAM-000613,father,1969,30,CONTEXT_A,2026-07-15
M-000613,FAM-000613,mother,1970,29,CONTEXT_B,2026-07-15
P-000614,FAM-000614,father,1974,27,CONTEXT_A,2026-07-15
M-000614,FAM-000614,mother,1971,30,CONTEXT_B,2026-07-15
P-000615,FAM-000615,father,1978,29,CONTEXT_A,2026-07-15
M-000615,FAM-000615,mother,1983,24,CONTEXT_C,2026-07-15
P-000616,FAM-000616,father,1966,32,CONTEXT_B,2026-07-15
M-000616,FAM-000616,mother,1976,22,CONTEXT_B,2026-07-15
P-000617,FAM-000617,father,1972,35,CONTEXT_A,2026-07-15
M-000617,FAM-000617,mother,1974,33,CONTEXT_C,2026-07-15
P-000618,FAM-000618,father,1982,24,CONTEXT_B,2026-07-15
M-000618,FAM-000618,mother,1981,25,CONTEXT_A,2026-07-15
P-000619,FAM-000619,father,1977,27,CONTEXT_A,2026-07-15
M-000619,FAM-000619,mother,1982,22,CONTEXT_A,2026-07-15
P-000620,FAM-000620,father,1978,28,CONTEXT_A,2026-07-15
M-000620,FAM-000620,mother,1980,26,CONTEXT_A,2026-07-15
P-000621,FAM-000621,father,1964,40,CONTEXT_A,2026-07-15
M-000621,FAM-000621,mother,1961,43,CONTEXT_A,2026-07-15
P-000622,FAM-000622,father,1962,40,CONTEXT_B,2026-07-15
M-000622,FAM-000622,mother,1971,31,CONTEXT_A,2026-07-15
P-000623,FAM-000623,father,1971,29,CONTEXT_C,2026-07-15
M-000623,FAM-000623,mother,1971,29,CONTEXT_C,2026-07-15
P-000624,FAM-000624,father,1982,26,CONTEXT_A,2026-07-15
M-000624,FAM-000624,mother,1983,25,CONTEXT_B,2026-07-15
P-000625,FAM-000625,father,1971,34,CONTEXT_A,2026-07-15
M-000625,FAM-000625,mother,1970,35,CONTEXT_A,2026-07-15
P-000626,FAM-000626,father,1967,30,CONTEXT_B,2026-07-15
M-000626,FAM-000626,mother,1968,29,CONTEXT_A,2026-07-15
P-000627,FAM-000627,father,1976,28,CONTEXT_B,2026-07-15
M-000627,FAM-000627,mother,1973,31,CONTEXT_B,2026-07-15
P-000628,FAM-000628,father,1971,36,CONTEXT_B,2026-07-15
M-000628,FAM-000628,mother,1977,30,CONTEXT_A,2026-07-15
P-000629,FAM-000629,father,1970,29,CONTEXT_C,2026-07-15
M-000629,FAM-000629,mother,1969,30,CONTEXT_B,2026-07-15
P-000630,FAM-000630,father,1962,36,CONTEXT_A,2026-07-15
M-000630,FAM-000630,mother,1963,35,CONTEXT_A,2026-07-15
P-000631,FAM-000631,father,1970,36,CONTEXT_A,2026-07-15
M-000631,FAM-000631,mother,1976,30,CONTEXT_B,2026-07-15
P-000632,FAM-000632,father,1978,22,CONTEXT_A,2026-07-15
M-000632,FAM-000632,mother,1977,23,CONTEXT_C,2026-07-15
P-000633,FAM-000633,father,1980,22,CONTEXT_B,2026-07-15
M-000633,FAM-000633,mother,1983,19,CONTEXT_A,2026-07-15
P-000634,FAM-000634,father,1965,33,CONTEXT_A,2026-07-15
M-000634,FAM-000634,mother,1968,30,CONTEXT_B,2026-07-15
P-000635,FAM-000635,father,1975,31,CONTEXT_C,2026-07-15
M-000635,FAM-000635,mother,1977,29,CONTEXT_A,2026-07-15
P-000636,FAM-000636,father,1979,20,CONTEXT_B,2026-07-15
M-000636,FAM-000636,mother,1979,20,CONTEXT_B,2026-07-15
P-000637,FAM-000637,father,1978,27,CONTEXT_A,2026-07-15
M-000637,FAM-000637,mother,1978,27,CONTEXT_A,2026-07-15
P-000638,FAM-000638,father,1974,30,CONTEXT_A,2026-07-15
M-000638,FAM-000638,mother,1975,29,CONTEXT_A,2026-07-15
P-000639,FAM-000639,father,1975,29,CONTEXT_B,2026-07-15
M-000639,FAM-000639,mother,1975,29,CONTEXT_B,2026-07-15
P-000640,FAM-000640,father,1991,18,CONTEXT_B,2026-07-15
M-000640,FAM-000640,mother,1986,23,CONTEXT_A,2026-07-15
P-000641,FAM-000641,father,1973,31,CONTEXT_A,2026-07-15
M-000641,FAM-000641,mother,1975,29,CONTEXT_A,2026-07-15
P-000642,FAM-000642,father,1983,22,CONTEXT_C,2026-07-15
M-000642,FAM-000642,mother,1979,26,CONTEXT_A,2026-07-15
P-000643,FAM-000643,father,1968,30,CONTEXT_A,2026-07-15
M-000643,FAM-000643,mother,1968,30,CONTEXT_C,2026-07-15
P-000644,FAM-000644,father,1976,25,CONTEXT_A,2026-07-15
M-000644,FAM-000644,mother,1976,25,CONTEXT_A,2026-07-15
P-000645,FAM-000645,father,1978,29,CONTEXT_C,2026-07-15
M-000645,FAM-000645,mother,1978,29,CONTEXT_A,2026-07-15
P-000646,FAM-000646,father,1976,27,CONTEXT_C,2026-07-15
M-000646,FAM-000646,mother,1975,28,CONTEXT_A,2026-07-15
P-000647,FAM-000647,father,1978,24,CONTEXT_A,2026-07-15
M-000647,FAM-000647,mother,1974,28,CONTEXT_A,2026-07-15
P-000648,FAM-000648,father,1981,27,CONTEXT_C,2026-07-15
M-000648,FAM-000648,mother,1978,30,CONTEXT_A,2026-07-15
P-000649,FAM-000649,father,1970,36,CONTEXT_B,2026-07-15
M-000649,FAM-000649,mother,1974,32,CONTEXT_C,2026-07-15
P-000650,FAM-000650,father,1973,33,CONTEXT_A,2026-07-15
M-000650,FAM-000650,mother,1974,32,CONTEXT_A,2026-07-15
P-000651,FAM-000651,father,1972,26,CONTEXT_A,2026-07-15
M-000651,FAM-000651,mother,1967,31,CONTEXT_A,2026-07-15
P-000652,FAM-000652,father,1972,35,CONTEXT_A,2026-07-15
M-000652,FAM-000652,mother,1974,33,CONTEXT_A,2026-07-15
P-000653,FAM-000653,father,1965,40,CONTEXT_A,2026-07-15
M-000653,FAM-000653,mother,1969,36,CONTEXT_A,2026-07-15
P-000654,FAM-000654,father,1982,21,CONTEXT_A,2026-07-15
M-000654,FAM-000654,mother,1983,20,CONTEXT_C,2026-07-15
P-000655,FAM-000655,father,1964,36,CONTEXT_A,2026-07-15
M-000655,FAM-000655,mother,1969,31,CONTEXT_A,2026-07-15
P-000656,FAM-000656,father,1981,27,CONTEXT_B,2026-07-15
M-000656,FAM-000656,mother,1979,29,CONTEXT_C,2026-07-15
P-000657,FAM-000657,father,1968,30,CONTEXT_A,2026-07-15
M-000657,FAM-000657,mother,1970,28,CONTEXT_B,2026-07-15
P-000658,FAM-000658,father,1968,33,CONTEXT_B,2026-07-15
M-000658,FAM-000658,mother,1970,31,CONTEXT_B,2026-07-15
P-000659,FAM-000659,father,1980,26,CONTEXT_A,2026-07-15
M-000659,FAM-000659,mother,1981,25,CONTEXT_A,2026-07-15
P-000660,FAM-000660,father,1977,24,CONTEXT_A,2026-07-15
M-000660,FAM-000660,mother,1974,27,CONTEXT_B,2026-07-15
P-000661,FAM-000661,father,1961,41,CONTEXT_A,2026-07-15
M-000661,FAM-000661,mother,1969,33,CONTEXT_A,2026-07-15
P-000662,FAM-000662,father,1970,29,CONTEXT_A,2026-07-15
M-000662,FAM-000662,mother,1974,25,CONTEXT_A,2026-07-15
P-000663,FAM-000663,father,1984,24,CONTEXT_A,2026-07-15
M-000663,FAM-000663,mother,1984,24,CONTEXT_A,2026-07-15
P-000664,FAM-000664,father,1963,37,CONTEXT_B,2026-07-15
M-000664,FAM-000664,mother,1970,30,CONTEXT_A,2026-07-15
P-000665,FAM-000665,father,1977,27,CONTEXT_A,2026-07-15
M-000665,FAM-000665,mother,1974,30,CONTEXT_B,2026-07-15
P-000666,FAM-000666,father,1972,26,CONTEXT_B,2026-07-15
M-000666,FAM-000666,mother,1972,26,CONTEXT_A,2026-07-15
P-000667,FAM-000667,father,1976,30,CONTEXT_B,2026-07-15
M-000667,FAM-000667,mother,1972,34,CONTEXT_C,2026-07-15
P-000668,FAM-000668,father,1982,21,CONTEXT_A,2026-07-15
M-000668,FAM-000668,mother,1977,26,CONTEXT_A,2026-07-15
P-000669,FAM-000669,father,1970,29,CONTEXT_A,2026-07-15
M-000669,FAM-000669,mother,1974,25,CONTEXT_C,2026-07-15
P-000670,FAM-000670,father,1980,22,CONTEXT_A,2026-07-15
M-000670,FAM-000670,mother,1980,22,CONTEXT_A,2026-07-15
P-000671,FAM-000671,father,1970,30,CONTEXT_A,2026-07-15
M-000671,FAM-000671,mother,1968,32,CONTEXT_A,2026-07-15
P-000672,FAM-000672,father,1971,36,CONTEXT_C,2026-07-15
M-000672,FAM-000672,mother,1973,34,CONTEXT_B,2026-07-15
P-000673,FAM-000673,father,1970,35,CONTEXT_B,2026-07-15
M-000673,FAM-000673,mother,1973,32,CONTEXT_A,2026-07-15
P-000674,FAM-000674,father,1964,36,CONTEXT_A,2026-07-15
M-000674,FAM-000674,mother,1967,33,CONTEXT_C,2026-07-15
P-000675,FAM-000675,father,1973,25,CONTEXT_A,2026-07-15
M-000675,FAM-000675,mother,1975,23,CONTEXT_A,2026-07-15
P-000676,FAM-000676,father,1971,34,CONTEXT_A,2026-07-15
M-000676,FAM-000676,mother,1973,32,CONTEXT_A,2026-07-15
P-000677,FAM-000677,father,1962,40,CONTEXT_A,2026-07-15
M-000677,FAM-000677,mother,1965,37,CONTEXT_A,2026-07-15
P-000678,FAM-000678,father,1968,31,CONTEXT_B,2026-07-15
M-000678,FAM-000678,mother,1970,29,CONTEXT_A,2026-07-15
P-000679,FAM-000679,father,1973,33,CONTEXT_A,2026-07-15
M-000679,FAM-000679,mother,1975,31,CONTEXT_C,2026-07-15
