family_id,region_code,area_context,socioeconomic_quintile_demo,protective_context_score_demo,family_created_at_demo
FAM-000417,REGION_A,metropolitan_demo,5,9.026,2026-07-15
FAM-000418,REGION_A,metropolitan_demo,3,6.24,2026-07-15
FAM-000419,REGION_A,metropolitan_demo,5,7.108,2026-07-15
FAM-000420,REGION_B,regional_demo,5,6.439,2026-07-15
FAM-000421,REGION_B,regional_demo,1,3.187,2026-07-15
FAM-000422,REGION_B,regional_demo,2,5.526,2026-07-15
FAM-000423,REGION_B,regional_demo,4,5.621,2026-07-15
FAM-000424,REGION_A,metropolitan_demo,1,4.39,2026-07-15
FAM-000425,REGION_C,remote_demo,4,6.138,2026-07-15
FAM-000426,REGION_A,metropolitan_demo,4,5.275,2026-07-15
FAM-000427,REGION_B,regional_demo,3,6.985,2026-07-15
FAM-000428,REGION_A,metropolitan_demo,2,2.736,2026-07-15
FAM-000429,REGION_C,remote_demo,5,7.285,2026-07-15
FAM-000430,REGION_B,regional_demo,1,7.099,2026-07-15
FAM-000431,REGION_B,regional_demo,4,5.825,2026-07-15
FAM-000432,REGION_A,metropolitan_demo,4,9.32,2026-07-15
FAM-000433,REGION_B,regional_demo,2,5.39,2026-07-15
FAM-000434,REGION_A,metropolitan_demo,2,4.133,2026-07-15
FAM-000435,REGION_B,regional_demo,1,2.74,2026-07-15
FAM-000436,REGION_B,regional_demo,4,6.463,2026-07-15
FAM-000437,REGION_A,metropolitan_demo,2,6.833,2026-07-15
FAM-000438,REGION_B,regional_demo,2,4.114,2026-07-15
FAM-000439,REGION_A,metropolitan_demo,2,5.004,2026-07-15
FAM-000440,REGION_C,remote_demo,5,8.562,2026-07-15
FAM-000441,REGION_B,regional_demo,3,4.833,2026-07-15
FAM-000442,REGION_A,metropolitan_demo,5,5.724,2026-07-15
FAM-000443,REGION_A,metropolitan_demo,3,4.899,2026-07-15
FAM-000444,REGION_B,regional_demo,3,8.406,2026-07-15
FAM-000445,REGION_B,regional_demo,2,7.387,2026-07-15
FAM-000446,REGION_B,regional_demo,5,6.625,2026-07-15
FAM-000447,REGION_B,regional_demo,3,4.086,2026-07-15
FAM-000448,REGION_B,regional_demo,4,5.603,2026-07-15
FAM-000449,REGION_A,metropolitan_demo,2,5.277,2026-07-15
FAM-000450,REGION_A,metropolitan_demo,2,7.018,2026-07-15
FAM-000451,REGION_B,regional_demo,3,4.279,2026-07-15
FAM-000452,REGION_A,metropolitan_demo,3,5.226,2026-07-15
FAM-000453,REGION_C,remote_demo,2,4.951,2026-07-15
FAM-000454,REGION_A,metropolitan_demo,3,5.975,2026-07-15
FAM-000455,REGION_B,regional_demo,5,7.025,2026-07-15
FAM-000456,REGION_A,metropolitan_demo,4,4.223,2026-07-15
FAM-000457,REGION_C,remote_demo,2,5.707,2026-07-15
FAM-000458,REGION_A,metropolitan_demo,5,6.763,2026-07-15
FAM-000459,REGION_A,metropolitan_demo,3,4.708,2026-07-15
FAM-000460,REGION_A,metropolitan_demo,5,7.219,2026-07-15
FAM-000461,REGION_A,metropolitan_demo,4,6.927,2026-07-15
FAM-000462,REGION_A,metropolitan_demo,4,7.225,2026-07-15
FAM-000463,REGION_C,remote_demo,1,5.104,2026-07-15
FAM-000464,REGION_B,regional_demo,3,4.349,2026-07-15
FAM-000465,REGION_B,regional_demo,3,7.376,2026-07-15
FAM-000466,REGION_A,metropolitan_demo,4,7.035,2026-07-15
FAM-000467,REGION_B,regional_demo,5,9.439,2026-07-15
FAM-000468,REGION_B,regional_demo,3,7.827,2026-07-15
FAM-000469,REGION_A,metropolitan_demo,4,4.881,2026-07-15
FAM-000470,REGION_A,metropolitan_demo,4,5.449,2026-07-15
FAM-000471,REGION_B,regional_demo,2,5.426,2026-07-15
FAM-000472,REGION_C,remote_demo,3,4.095,2026-07-15
FAM-000473,REGION_A,metropolitan_demo,4,7.635,2026-07-15
FAM-000474,REGION_A,metropolitan_demo,3,5.174,2026-07-15
FAM-000475,REGION_C,remote_demo,1,4.597,2026-07-15
FAM-000476,REGION_A,metropolitan_demo,2,4.631,2026-07-15
FAM-000477,REGION_B,regional_demo,1,5.455,2026-07-15
FAM-000478,REGION_B,regional_demo,3,4.716,2026-07-15
FAM-000479,REGION_B,regional_demo,4,7.355,2026-07-15
FAM-000480,REGION_A,metropolitan_demo,4,6.261,2026-07-15
FAM-000481,REGION_A,metropolitan_demo,2,5.161,2026-07-15
FAM-000482,REGION_B,regional_demo,3,5.23,2026-07-15
FAM-000483,REGION_A,metropolitan_demo,4,6.415,2026-07-15
FAM-000484,REGION_C,remote_demo,2,2.823,2026-07-15
FAM-000485,REGION_A,metropolitan_demo,1,5.682,2026-07-15
FAM-000486,REGION_B,regional_demo,3,4.736,2026-07-15
FAM-000487,REGION_B,regional_demo,2,3.66,2026-07-15
FAM-000488,REGION_C,remote_demo,3,3.274,2026-07-15
FAM-000489,REGION_B,regional_demo,3,4.742,2026-07-15
FAM-000490,REGION_C,remote_demo,3,4.958,2026-07-15
FAM-000491,REGION_C,remote_demo,1,3.642,2026-07-15
FAM-000492,REGION_A,metropolitan_demo,2,3.39,2026-07-15
FAM-000493,REGION_B,regional_demo,3,4.281,2026-07-15
FAM-000494,REGION_A,metropolitan_demo,5,5.917,2026-07-15
FAM-000495,REGION_C,remote_demo,4,3.88,2026-07-15
FAM-000496,REGION_B,regional_demo,3,7.586,2026-07-15
FAM-000497,REGION_B,regional_demo,4,3.346,2026-07-15
FAM-000498,REGION_A,metropolitan_demo,3,5.622,2026-07-15
FAM-000499,REGION_B,regional_demo,3,5.612,2026-07-15
FAM-000500,REGION_A,metropolitan_demo,4,5.104,2026-07-15
FAM-000501,REGION_C,remote_demo,5,7.158,2026-07-15
FAM-000502,REGION_A,metropolitan_demo,4,6.703,2026-07-15
FAM-000503,REGION_B,regional_demo,2,4.696,2026-07-15
FAM-000504,REGION_B,regional_demo,4,4.779,2026-07-15
FAM-000505,REGION_A,metropolitan_demo,5,7.558,2026-07-15
FAM-000506,REGION_A,metropolitan_demo,4,6.071,2026-07-15
FAM-000507,REGION_A,metropolitan_demo,3,4.631,2026-07-15
FAM-000508,REGION_B,regional_demo,3,6.043,2026-07-15
FAM-000509,REGION_A,metropolitan_demo,3,5.341,2026-07-15
FAM-000510,REGION_B,regional_demo,3,6.559,2026-07-15
FAM-000511,REGION_B,regional_demo,4,5.476,2026-07-15
FAM-000512,REGION_C,remote_demo,2,2.576,2026-07-15
FAM-000513,REGION_A,metropolitan_demo,4,7.663,2026-07-15
FAM-000514,REGION_B,regional_demo,5,7.994,2026-07-15
FAM-000515,REGION_A,metropolitan_demo,5,7.476,2026-07-15
FAM-000516,REGION_A,metropolitan_demo,4,6.193,2026-07-15
FAM-000517,REGION_B,regional_demo,5,5.006,2026-07-15
FAM-000518,REGION_B,regional_demo,2,3.679,2026-07-15
FAM-000519,REGION_B,regional_demo,3,4.692,2026-07-15
FAM-000520,REGION_B,regional_demo,3,4.891,2026-07-15
FAM-000521,REGION_B,regional_demo,5,5.84,2026-07-15
FAM-000522,REGION_A,metropolitan_demo,3,6.451,2026-07-15
FAM-000523,REGION_B,regional_demo,4,6.102,2026-07-15
FAM-000524,REGION_A,metropolitan_demo,5,6.061,2026-07-15
FAM-000525,REGION_C,remote_demo,4,6.965,2026-07-15
FAM-000526,REGION_A,metropolitan_demo,4,6.95,2026-07-15
FAM-000527,REGION_B,regional_demo,4,5.215,2026-07-15
FAM-000528,REGION_A,metropolitan_demo,2,3.678,2026-07-15
FAM-000529,REGION_B,regional_demo,4,4.872,2026-07-15
FAM-000530,REGION_A,metropolitan_demo,1,3.537,2026-07-15
FAM-000531,REGION_A,metropolitan_demo,3,6.674,2026-07-15
FAM-000532,REGION_B,regional_demo,4,7.648,2026-07-15
FAM-000533,REGION_A,metropolitan_demo,4,3.974,2026-07-15
FAM-000534,REGION_A,metropolitan_demo,2,6.449,2026-07-15
FAM-000535,REGION_B,regional_demo,4,4.078,2026-07-15
FAM-000536,REGION_A,metropolitan_demo,3,6.437,2026-07-15
FAM-000537,REGION_A,metropolitan_demo,2,4.333,2026-07-15
FAM-000538,REGION_A,metropolitan_demo,3,4.12,2026-07-15
FAM-000539,REGION_B,regional_demo,4,7.278,2026-07-15
FAM-000540,REGION_A,metropolitan_demo,3,5.144,2026-07-15
FAM-000541,REGION_B,regional_demo,5,6.312,2026-07-15
FAM-000542,REGION_A,metropolitan_demo,1,2.816,2026-07-15
FAM-000543,REGION_B,regional_demo,3,4.107,2026-07-15
FAM-000544,REGION_B,regional_demo,2,7.273,2026-07-15
FAM-000545,REGION_B,regional_demo,4,5.647,2026-07-15
FAM-000546,REGION_A,metropolitan_demo,2,2.765,2026-07-15
FAM-000547,REGION_A,metropolitan_demo,4,7.457,2026-07-15
FAM-000548,REGION_C,remote_demo,3,6.991,2026-07-15
FAM-000549,REGION_B,regional_demo,3,5.695,2026-07-15
FAM-000550,REGION_B,regional_demo,4,9.243,2026-07-15
FAM-000551,REGION_A,metropolitan_demo,3,7.773,2026-07-15
FAM-000552,REGION_B,regional_demo,2,4.999,2026-07-15
FAM-000553,REGION_C,remote_demo,5,7.62,2026-07-15
FAM-000554,REGION_B,regional_demo,2,5.28,2026-07-15
FAM-000555,REGION_A,metropolitan_demo,3,2.104,2026-07-15
FAM-000556,REGION_C,remote_demo,4,3.314,2026-07-15
FAM-000557,REGION_A,metropolitan_demo,4,6.369,2026-07-15
FAM-000558,REGION_A,metropolitan_demo,5,5.559,2026-07-15
FAM-000559,REGION_C,remote_demo,4,5.729,2026-07-15
FAM-000560,REGION_A,metropolitan_demo,3,6.21,2026-07-15
FAM-000561,REGION_A,metropolitan_demo,2,3.24,2026-07-15
FAM-000562,REGION_A,metropolitan_demo,4,5.05,2026-07-15
FAM-000563,REGION_B,regional_demo,5,8.754,2026-07-15
FAM-000564,REGION_A,metropolitan_demo,2,4.208,2026-07-15
FAM-000565,REGION_A,metropolitan_demo,3,4.26,2026-07-15
FAM-000566,REGION_B,regional_demo,4,4.78,2026-07-15
FAM-000567,REGION_A,metropolitan_demo,5,7.321,2026-07-15
FAM-000568,REGION_B,regional_demo,2,6.189,2026-07-15
FAM-000569,REGION_A,metropolitan_demo,1,4.847,2026-07-15
FAM-000570,REGION_B,regional_demo,2,3.031,2026-07-15
FAM-000571,REGION_A,metropolitan_demo,4,5.952,2026-07-15
FAM-000572,REGION_A,metropolitan_demo,2,7.415,2026-07-15
FAM-000573,REGION_A,metropolitan_demo,3,5.892,2026-07-15
FAM-000574,REGION_A,metropolitan_demo,3,6.7,2026-07-15
FAM-000575,REGION_C,remote_demo,4,6.495,2026-07-15
FAM-000576,REGION_A,metropolitan_demo,2,2.798,2026-07-15
FAM-000577,REGION_B,regional_demo,5,4.625,2026-07-15
FAM-000578,REGION_A,metropolitan_demo,3,6.327,2026-07-15
FAM-000579,REGION_A,metropolitan_demo,1,4.225,2026-07-15
FAM-000580,REGION_A,metropolitan_demo,3,5.31,2026-07-15
FAM-000581,REGION_B,regional_demo,1,4.404,2026-07-15
FAM-000582,REGION_A,metropolitan_demo,4,6.519,2026-07-15
FAM-000583,REGION_B,regional_demo,2,7.671,2026-07-15
FAM-000584,REGION_B,regional_demo,2,2.166,2026-07-15
FAM-000585,REGION_B,regional_demo,3,8.247,2026-07-15
FAM-000586,REGION_C,remote_demo,3,6.937,2026-07-15
FAM-000587,REGION_B,regional_demo,5,8.416,2026-07-15
FAM-000588,REGION_C,remote_demo,5,6.568,2026-07-15
FAM-000589,REGION_B,regional_demo,1,4.131,2026-07-15
FAM-000590,REGION_A,metropolitan_demo,3,6.459,2026-07-15
FAM-000591,REGION_C,remote_demo,4,6.629,2026-07-15
FAM-000592,REGION_A,metropolitan_demo,2,6.061,2026-07-15
FAM-000593,REGION_A,metropolitan_demo,2,7.271,2026-07-15
FAM-000594,REGION_A,metropolitan_demo,3,6.36,2026-07-15
FAM-000595,REGION_B,regional_demo,2,6.639,2026-07-15
FAM-000596,REGION_B,regional_demo,3,4.266,2026-07-15
FAM-000597,REGION_A,metropolitan_demo,1,4.88,2026-07-15
FAM-000598,REGION_B,regional_demo,1,6.072,2026-07-15
FAM-000599,REGION_B,regional_demo,3,5.184,2026-07-15
FAM-000600,REGION_B,regional_demo,5,7.246,2026-07-15
FAM-000601,REGION_A,metropolitan_demo,5,6.001,2026-07-15
FAM-000602,REGION_A,metropolitan_demo,4,6.384,2026-07-15
FAM-000603,REGION_A,metropolitan_demo,3,8.211,2026-07-15
FAM-000604,REGION_A,metropolitan_demo,4,5.786,2026-07-15
FAM-000605,REGION_B,regional_demo,3,4.232,2026-07-15
FAM-000606,REGION_B,regional_demo,4,5.97,2026-07-15
FAM-000607,REGION_A,metropolitan_demo,5,5.535,2026-07-15
FAM-000608,REGION_B,regional_demo,2,6.694,2026-07-15
FAM-000609,REGION_B,regional_demo,3,6.495,2026-07-15
FAM-000610,REGION_B,regional_demo,1,4.629,2026-07-15
FAM-000611,REGION_C,remote_demo,2,6.903,2026-07-15
FAM-000612,REGION_C,remote_demo,4,6.344,2026-07-15
FAM-000613,REGION_C,remote_demo,3,3.393,2026-07-15
FAM-000614,REGION_C,remote_demo,3,5.833,2026-07-15
FAM-000615,REGION_A,metropolitan_demo,2,5.213,2026-07-15
FAM-000616,REGION_A,metropolitan_demo,3,6.571,2026-07-15
FAM-000617,REGION_A,metropolitan_demo,3,3.499,2026-07-15
FAM-000618,REGION_B,regional_demo,3,6.085,2026-07-15
FAM-000619,REGION_A,metropolitan_demo,2,7.186,2026-07-15
FAM-000620,REGION_A,metropolitan_demo,4,5.262,2026-07-15
FAM-000621,REGION_A,metropolitan_demo,2,4.984,2026-07-15
FAM-000622,REGION_C,remote_demo,3,7.598,2026-07-15
FAM-000623,REGION_B,regional_demo,2,5.367,2026-07-15
FAM-000624,REGION_B,regional_demo,2,4.401,2026-07-15
FAM-000625,REGION_A,metropolitan_demo,4,6.976,2026-07-15
FAM-000626,REGION_A,metropolitan_demo,4,3.462,2026-07-15
FAM-000627,REGION_A,metropolitan_demo,4,7.788,2026-07-15
FAM-000628,REGION_C,remote_demo,1,5.731,2026-07-15
FAM-000629,REGION_B,regional_demo,4,6.747,2026-07-15
FAM-000630,REGION_B,regional_demo,2,4.739,2026-07-15
FAM-000631,REGION_B,regional_demo,1,3.467,2026-07-15
FAM-000632,REGION_A,metropolitan_demo,3,4.678,2026-07-15
FAM-000633,REGION_A,metropolitan_demo,2,4.008,2026-07-15
FAM-000634,REGION_A,metropolitan_demo,4,8.596,2026-07-15
FAM-000635,REGION_A,metropolitan_demo,5,6.855,2026-07-15
FAM-000636,REGION_A,metropolitan_demo,4,6.95,2026-07-15
FAM-000637,REGION_C,remote_demo,4,7.451,2026-07-15
FAM-000638,REGION_C,remote_demo,3,6.211,2026-07-15
FAM-000639,REGION_A,metropolitan_demo,5,5.489,2026-07-15
FAM-000640,REGION_B,regional_demo,3,5.107,2026-07-15
FAM-000641,REGION_A,metropolitan_demo,4,4.197,2026-07-15
FAM-000642,REGION_A,metropolitan_demo,1,2.958,2026-07-15
FAM-000643,REGION_A,metropolitan_demo,4,5.846,2026-07-15
FAM-000644,REGION_A,metropolitan_demo,2,4.029,2026-07-15
FAM-000645,REGION_A,metropolitan_demo,4,5.643,2026-07-15
FAM-000646,REGION_B,regional_demo,4,5.158,2026-07-15
FAM-000647,REGION_A,metropolitan_demo,1,5.12,2026-07-15
FAM-000648,REGION_B,regional_demo,2,4.649,2026-07-15
FAM-000649,REGION_C,remote_demo,1,6.621,2026-07-15
FAM-000650,REGION_B,regional_demo,5,6.058,2026-07-15
FAM-000651,REGION_A,metropolitan_demo,3,5.617,2026-07-15
FAM-000652,REGION_C,remote_demo,4,6.118,2026-07-15
FAM-000653,REGION_A,metropolitan_demo,2,6.6,2026-07-15
FAM-000654,REGION_A,metropolitan_demo,2,8.505,2026-07-15
FAM-000655,REGION_B,regional_demo,2,4.892,2026-07-15
FAM-000656,REGION_C,remote_demo,4,4.606,2026-07-15
FAM-000657,REGION_B,regional_demo,4,4.345,2026-07-15
FAM-000658,REGION_B,regional_demo,3,3.834,2026-07-15
FAM-000659,REGION_A,metropolitan_demo,3,7.484,2026-07-15
FAM-000660,REGION_C,remote_demo,5,6.328,2026-07-15
FAM-000661,REGION_B,regional_demo,4,5.89,2026-07-15
FAM-000662,REGION_B,regional_demo,2,7.719,2026-07-15
FAM-000663,REGION_B,regional_demo,2,2.734,2026-07-15
FAM-000664,REGION_A,metropolitan_demo,4,5.754,2026-07-15
FAM-000665,REGION_C,remote_demo,1,3.628,2026-07-15
FAM-000666,REGION_A,metropolitan_demo,2,6.581,2026-07-15
FAM-000667,REGION_B,regional_demo,4,5.163,2026-07-15
FAM-000668,REGION_B,regional_demo,2,4.315,2026-07-15
FAM-000669,REGION_A,metropolitan_demo,4,6.571,2026-07-15
FAM-000670,REGION_B,regional_demo,4,5.487,2026-07-15
FAM-000671,REGION_C,remote_demo,4,5.659,2026-07-15
FAM-000672,REGION_A,metropolitan_demo,3,8.302,2026-07-15
FAM-000673,REGION_B,regional_demo,4,6.785,2026-07-15
FAM-000674,REGION_A,metropolitan_demo,4,5.88,2026-07-15
FAM-000675,REGION_A,metropolitan_demo,4,4.622,2026-07-15
FAM-000676,REGION_B,regional_demo,4,6.249,2026-07-15
FAM-000677,REGION_B,regional_demo,2,5.062,2026-07-15
FAM-000678,REGION_A,metropolitan_demo,3,5.555,2026-07-15
FAM-000679,REGION_C,remote_demo,4,3.091,2026-07-15
FAM-000680,REGION_B,regional_demo,4,7.109,2026-07-15
FAM-000681,REGION_B,regional_demo,4,4.96,2026-07-15
FAM-000682,REGION_C,remote_demo,1,6.073,2026-07-15
FAM-000683,REGION_C,remote_demo,1,5.209,2026-07-15
FAM-000684,REGION_C,remote_demo,3,5.716,2026-07-15
FAM-000685,REGION_A,metropolitan_demo,4,7.151,2026-07-15
FAM-000686,REGION_A,metropolitan_demo,5,6.397,2026-07-15
FAM-000687,REGION_A,metropolitan_demo,5,5.855,2026-07-15
FAM-000688,REGION_A,metropolitan_demo,4,6.974,2026-07-15
FAM-000689,REGION_A,metropolitan_demo,5,5.799,2026-07-15
FAM-000690,REGION_C,remote_demo,3,6.788,2026-07-15
FAM-000691,REGION_B,regional_demo,4,7.431,2026-07-15
FAM-000692,REGION_A,metropolitan_demo,2,4.391,2026-07-15
FAM-000693,REGION_C,remote_demo,3,8.204,2026-07-15
FAM-000694,REGION_B,regional_demo,5,6.639,2026-07-15
FAM-000695,REGION_A,metropolitan_demo,3,3.366,2026-07-15
FAM-000696,REGION_B,regional_demo,3,6.448,2026-07-15
FAM-000697,REGION_A,metropolitan_demo,3,5.056,2026-07-15
FAM-000698,REGION_B,regional_demo,2,5.797,2026-07-15
FAM-000699,REGION_A,metropolitan_demo,4,6.968,2026-07-15
FAM-000700,REGION_C,remote_demo,1,2.491,2026-07-15
FAM-000701,REGION_B,regional_demo,2,3.914,2026-07-15
FAM-000702,REGION_B,regional_demo,5,5.217,2026-07-15
FAM-000703,REGION_C,remote_demo,3,6.642,2026-07-15
FAM-000704,REGION_B,regional_demo,4,4.941,2026-07-15
FAM-000705,REGION_B,regional_demo,2,3.93,2026-07-15
FAM-000706,REGION_C,remote_demo,4,5.965,2026-07-15
FAM-000707,REGION_A,metropolitan_demo,3,2.263,2026-07-15
FAM-000708,REGION_A,metropolitan_demo,2,4.875,2026-07-15
FAM-000709,REGION_A,metropolitan_demo,2,4.499,2026-07-15
FAM-000710,REGION_B,regional_demo,3,6.276,2026-07-15
FAM-000711,REGION_A,metropolitan_demo,3,1.087,2026-07-15
FAM-000712,REGION_B,regional_demo,4,3.143,2026-07-15
FAM-000713,REGION_B,regional_demo,4,4.794,2026-07-15
FAM-000714,REGION_A,metropolitan_demo,3,6.978,2026-07-15
FAM-000715,REGION_B,regional_demo,3,8.503,2026-07-15
FAM-000716,REGION_A,metropolitan_demo,3,4.355,2026-07-15
FAM-000717,REGION_A,metropolitan_demo,2,6.159,2026-07-15
FAM-000718,REGION_C,remote_demo,1,4.468,2026-07-15
FAM-000719,REGION_A,metropolitan_demo,3,5.889,2026-07-15
FAM-000720,REGION_A,metropolitan_demo,4,7.646,2026-07-15
FAM-000721,REGION_A,metropolitan_demo,3,6.748,2026-07-15
FAM-000722,REGION_A,metropolitan_demo,2,3.828,2026-07-15
FAM-000723,REGION_A,metropolitan_demo,4,5.153,2026-07-15
FAM-000724,REGION_A,metropolitan_demo,3,6.671,2026-07-15
FAM-000725,REGION_B,regional_demo,3,3.018,2026-07-15
FAM-000726,REGION_C,remote_demo,3,4.837,2026-07-15
FAM-000727,REGION_A,metropolitan_demo,4,6.39,2026-07-15
FAM-000728,REGION_A,metropolitan_demo,4,5.206,2026-07-15
FAM-000729,REGION_A,metropolitan_demo,3,6.982,2026-07-15
FAM-000730,REGION_A,metropolitan_demo,3,8.997,2026-07-15
FAM-000731,REGION_C,remote_demo,5,7.005,2026-07-15
FAM-000732,REGION_B,regional_demo,4,4.423,2026-07-15
FAM-000733,REGION_C,remote_demo,4,6.453,2026-07-15
FAM-000734,REGION_C,remote_demo,2,5.306,2026-07-15
FAM-000735,REGION_A,metropolitan_demo,4,5.551,2026-07-15
FAM-000736,REGION_C,remote_demo,4,4.992,2026-07-15
FAM-000737,REGION_A,metropolitan_demo,1,4.991,2026-07-15
FAM-000738,REGION_B,regional_demo,5,5.451,2026-07-15
FAM-000739,REGION_B,regional_demo,4,8.344,2026-07-15
FAM-000740,REGION_A,metropolitan_demo,4,7.042,2026-07-15
FAM-000741,REGION_A,metropolitan_demo,2,7.463,2026-07-15
FAM-000742,REGION_B,regional_demo,1,5.456,2026-07-15
FAM-000743,REGION_C,remote_demo,2,5.217,2026-07-15
FAM-000744,REGION_A,metropolitan_demo,3,5.346,2026-07-15
FAM-000745,REGION_B,regional_demo,3,4.098,2026-07-15
FAM-000746,REGION_A,metropolitan_demo,4,6.515,2026-07-15
FAM-000747,REGION_B,regional_demo,4,7.377,2026-07-15
FAM-000748,REGION_B,regional_demo,2,5.065,2026-07-15
FAM-000749,REGION_A,metropolitan_demo,3,7.282,2026-07-15
FAM-000750,REGION_B,regional_demo,2,4.337,2026-07-15
FAM-000751,REGION_A,metropolitan_demo,2,4.618,2026-07-15
FAM-000752,REGION_C,remote_demo,1,5.193,2026-07-15
FAM-000753,REGION_A,metropolitan_demo,5,4.716,2026-07-15
FAM-000754,REGION_A,metropolitan_demo,2,5.125,2026-07-15
FAM-000755,REGION_A,metropolitan_demo,4,6.719,2026-07-15
FAM-000756,REGION_A,metropolitan_demo,3,4.724,2026-07-15
FAM-000757,REGION_A,metropolitan_demo,5,5.253,2026-07-15
FAM-000758,REGION_A,metropolitan_demo,2,4.623,2026-07-15
FAM-000759,REGION_B,regional_demo,5,3.981,2026-07-15
FAM-000760,REGION_A,metropolitan_demo,4,5.162,2026-07-15
FAM-000761,REGION_B,regional_demo,4,5.038,2026-07-15
FAM-000762,REGION_C,remote_demo,4,7.279,2026-07-15
FAM-000763,REGION_B,regional_demo,3,6.328,2026-07-15
FAM-000764,REGION_B,regional_demo,5,8.374,2026-07-15
FAM-000765,REGION_B,regional_demo,2,5.997,2026-07-15
FAM-000766,REGION_B,regional_demo,3,6.652,2026-07-15
FAM-000767,REGION_B,regional_demo,3,9.753,2026-07-15
FAM-000768,REGION_B,regional_demo,1,5.106,2026-07-15
FAM-000769,REGION_B,regional_demo,3,5.391,2026-07-15
FAM-000770,REGION_C,remote_demo,4,5.292,2026-07-15
FAM-000771,REGION_A,metropolitan_demo,3,1.636,2026-07-15
FAM-000772,REGION_A,metropolitan_demo,5,6.884,2026-07-15
FAM-000773,REGION_B,regional_demo,3,7.205,2026-07-15
FAM-000774,REGION_A,metropolitan_demo,3,4.038,2026-07-15
FAM-000775,REGION_C,remote_demo,2,2.804,2026-07-15
FAM-000776,REGION_B,regional_demo,5,7.692,2026-07-15
FAM-000777,REGION_B,regional_demo,2,3.916,2026-07-15
FAM-000778,REGION_B,regional_demo,4,6.774,2026-07-15
FAM-000779,REGION_B,regional_demo,2,4.579,2026-07-15
FAM-000780,REGION_A,metropolitan_demo,3,4.436,2026-07-15
FAM-000781,REGION_A,metropolitan_demo,5,5.912,2026-07-15
FAM-000782,REGION_A,metropolitan_demo,4,7.424,2026-07-15
FAM-000783,REGION_A,metropolitan_demo,4,4.094,2026-07-15
FAM-000784,REGION_B,regional_demo,4,6.981,2026-07-15
FAM-000785,REGION_B,regional_demo,4,6.451,2026-07-15
FAM-000786,REGION_B,regional_demo,3,5.944,2026-07-15
FAM-000787,REGION_C,remote_demo,3,4.405,2026-07-15
FAM-000788,REGION_B,regional_demo,2,6.386,2026-07-15
FAM-000789,REGION_A,metropolitan_demo,4,5.975,2026-07-15
FAM-000790,REGION_B,regional_demo,3,8.134,2026-07-15
FAM-000791,REGION_B,regional_demo,3,3.785,2026-07-15
FAM-000792,REGION_B,regional_demo,4,5.643,2026-07-15
FAM-000793,REGION_A,metropolitan_demo,2,4.622,2026-07-15
FAM-000794,REGION_B,regional_demo,4,5.802,2026-07-15
FAM-000795,REGION_A,metropolitan_demo,4,6.828,2026-07-15
FAM-000796,REGION_C,remote_demo,2,5.716,2026-07-15
FAM-000797,REGION_A,metropolitan_demo,5,4.242,2026-07-15
FAM-000798,REGION_A,metropolitan_demo,5,7.521,2026-07-15
FAM-000799,REGION_C,remote_demo,3,5.607,2026-07-15
FAM-000800,REGION_C,remote_demo,2,4.407,2026-07-15
FAM-000801,REGION_A,metropolitan_demo,1,3.531,2026-07-15
FAM-000802,REGION_A,metropolitan_demo,2,5.84,2026-07-15
FAM-000803,REGION_B,regional_demo,3,7.314,2026-07-15
FAM-000804,REGION_C,remote_demo,5,8.056,2026-07-15
FAM-000805,REGION_A,metropolitan_demo,5,7.131,2026-07-15
FAM-000806,REGION_A,metropolitan_demo,3,5.694,2026-07-15
FAM-000807,REGION_A,metropolitan_demo,2,3.905,2026-07-15
FAM-000808,REGION_A,metropolitan_demo,3,8.938,2026-07-15
FAM-000809,REGION_B,regional_demo,5,6.559,2026-07-15
FAM-000810,REGION_B,regional_demo,2,4.411,2026-07-15
FAM-000811,REGION_C,remote_demo,4,4.988,2026-07-15
FAM-000812,REGION_A,metropolitan_demo,5,7.44,2026-07-15
FAM-000813,REGION_B,regional_demo,2,3.606,2026-07-15
FAM-000814,REGION_B,regional_demo,4,5.764,2026-07-15
FAM-000815,REGION_A,metropolitan_demo,1,3.865,2026-07-15
FAM-000816,REGION_B,regional_demo,5,7.997,2026-07-15
FAM-000817,REGION_A,metropolitan_demo,4,5.867,2026-07-15
FAM-000818,REGION_C,remote_demo,4,3.966,2026-07-15
FAM-000819,REGION_A,metropolitan_demo,3,5.857,2026-07-15
FAM-000820,REGION_A,metropolitan_demo,3,2.806,2026-07-15
FAM-000821,REGION_C,remote_demo,2,2.822,2026-07-15
FAM-000822,REGION_B,regional_demo,2,5.077,2026-07-15
FAM-000823,REGION_A,metropolitan_demo,3,4.219,2026-07-15
FAM-000824,REGION_A,metropolitan_demo,3,6.387,2026-07-15
FAM-000825,REGION_B,regional_demo,3,6.228,2026-07-15
FAM-000826,REGION_B,regional_demo,3,5.628,2026-07-15
FAM-000827,REGION_A,metropolitan_demo,3,6.736,2026-07-15
FAM-000828,REGION_C,remote_demo,5,7.746,2026-07-15
FAM-000829,REGION_A,metropolitan_demo,3,5.822,2026-07-15
FAM-000830,REGION_A,metropolitan_demo,5,8.427,2026-07-15
FAM-000831,REGION_C,remote_demo,2,8.05,2026-07-15
FAM-000832,REGION_A,metropolitan_demo,5,4.993,2026-07-15
FAM-000833,REGION_A,metropolitan_demo,4,6.244,2026-07-15
FAM-000834,REGION_B,regional_demo,5,5.55,2026-07-15
