assessment_id,child_id,assessment_age_years,assessment_domain,standardised_score_demo,assessment_date_demo,assessment_status,record_created_at_demo
EDU-008544,CH-001068,14,numeracy_demo,1.1785,2018-07-26,observed,2026-07-15
EDU-008545,CH-001069,8,literacy_demo,-1.386,2017-04-21,observed,2026-07-15
EDU-008546,CH-001069,8,numeracy_demo,-1.4008,2017-02-23,observed,2026-07-15
EDU-008547,CH-001069,10,literacy_demo,,2019-04-22,missing_demo,2026-07-15
EDU-008548,CH-001069,10,numeracy_demo,-0.1922,2019-02-11,observed,2026-07-15
EDU-008549,CH-001069,12,literacy_demo,-0.7719,2021-03-13,observed,2026-07-15
EDU-008550,CH-001069,12,numeracy_demo,-0.2842,2021-02-25,observed,2026-07-15
EDU-008551,CH-001069,14,literacy_demo,-0.8612,2023-03-08,observed,2026-07-15
EDU-008552,CH-001069,14,numeracy_demo,-1.0327,2023-01-29,observed,2026-07-15
EDU-008553,CH-001070,8,literacy_demo,,2012-01-16,missing_demo,2026-07-15
EDU-008554,CH-001070,8,numeracy_demo,0.5047,2012-02-26,observed,2026-07-15
EDU-008555,CH-001070,10,literacy_demo,-0.3209,2014-03-15,observed,2026-07-15
EDU-008556,CH-001070,10,numeracy_demo,0.2777,2014-03-18,observed,2026-07-15
EDU-008557,CH-001070,12,literacy_demo,0.3684,2015-12-26,observed,2026-07-15
EDU-008558,CH-001070,12,numeracy_demo,0.7612,2016-01-28,observed,2026-07-15
EDU-008559,CH-001070,14,literacy_demo,1.0268,2018-02-01,observed,2026-07-15
EDU-008560,CH-001070,14,numeracy_demo,1.1532,2018-03-11,observed,2026-07-15
EDU-008561,CH-001071,8,literacy_demo,-2.1502,2013-06-07,observed,2026-07-15
EDU-008562,CH-001071,8,numeracy_demo,-2.7183,2013-07-08,observed,2026-07-15
EDU-008563,CH-001071,10,literacy_demo,-1.7033,2015-04-23,observed,2026-07-15
EDU-008564,CH-001071,10,numeracy_demo,-1.6053,2015-07-03,observed,2026-07-15
EDU-008565,CH-001071,12,literacy_demo,-2.4868,2017-04-24,observed,2026-07-15
EDU-008566,CH-001071,12,numeracy_demo,-1.3393,2017-06-21,observed,2026-07-15
EDU-008567,CH-001071,14,literacy_demo,-2.5272,2019-05-10,observed,2026-07-15
EDU-008568,CH-001071,14,numeracy_demo,-2.6255,2019-04-20,observed,2026-07-15
EDU-008569,CH-001072,8,literacy_demo,-1.7035,2015-02-03,observed,2026-07-15
EDU-008570,CH-001072,8,numeracy_demo,-1.3622,2015-01-19,observed,2026-07-15
EDU-008571,CH-001072,10,literacy_demo,-0.8767,2017-02-21,observed,2026-07-15
EDU-008572,CH-001072,10,numeracy_demo,-1.631,2017-01-15,observed,2026-07-15
EDU-008573,CH-001072,12,literacy_demo,,2019-03-18,missing_demo,2026-07-15
EDU-008574,CH-001072,12,numeracy_demo,-1.5374,2019-03-25,observed,2026-07-15
EDU-008575,CH-001072,14,literacy_demo,-1.8069,2021-02-28,observed,2026-07-15
EDU-008576,CH-001072,14,numeracy_demo,-1.4398,2021-03-19,observed,2026-07-15
EDU-008577,CH-001073,8,literacy_demo,-0.679,2006-07-02,observed,2026-07-15
EDU-008578,CH-001073,8,numeracy_demo,-0.4022,2006-08-04,observed,2026-07-15
EDU-008579,CH-001073,10,literacy_demo,-0.6762,2008-06-26,observed,2026-07-15
EDU-008580,CH-001073,10,numeracy_demo,-0.2236,2008-06-13,observed,2026-07-15
EDU-008581,CH-001073,12,literacy_demo,,2010-06-09,missing_demo,2026-07-15
EDU-008582,CH-001073,12,numeracy_demo,-0.7464,2010-08-04,observed,2026-07-15
EDU-008583,CH-001073,14,literacy_demo,-0.1342,2012-06-20,observed,2026-07-15
EDU-008584,CH-001073,14,numeracy_demo,-0.9664,2012-05-29,observed,2026-07-15
EDU-008585,CH-001074,8,literacy_demo,1.0589,2008-02-04,observed,2026-07-15
EDU-008586,CH-001074,8,numeracy_demo,0.5887,2008-04-09,observed,2026-07-15
EDU-008587,CH-001074,10,literacy_demo,,2010-02-02,missing_demo,2026-07-15
EDU-008588,CH-001074,10,numeracy_demo,1.5221,2010-04-06,observed,2026-07-15
EDU-008589,CH-001074,12,literacy_demo,1.5158,2012-04-03,observed,2026-07-15
EDU-008590,CH-001074,12,numeracy_demo,0.6109,2012-02-22,observed,2026-07-15
EDU-008591,CH-001074,14,literacy_demo,0.2643,2014-04-01,observed,2026-07-15
EDU-008592,CH-001074,14,numeracy_demo,0.8194,2014-02-02,observed,2026-07-15
EDU-008593,CH-001075,8,literacy_demo,-0.4583,2009-08-26,observed,2026-07-15
EDU-008594,CH-001075,8,numeracy_demo,,2009-07-23,missing_demo,2026-07-15
EDU-008595,CH-001075,10,literacy_demo,-1.0139,2011-07-24,observed,2026-07-15
EDU-008596,CH-001075,10,numeracy_demo,-0.3657,2011-08-26,observed,2026-07-15
EDU-008597,CH-001075,12,literacy_demo,-0.7051,2013-09-10,observed,2026-07-15
EDU-008598,CH-001075,12,numeracy_demo,0.141,2013-07-06,observed,2026-07-15
EDU-008599,CH-001075,14,literacy_demo,0.0116,2015-07-24,observed,2026-07-15
EDU-008600,CH-001075,14,numeracy_demo,0.3913,2015-08-18,observed,2026-07-15
EDU-008601,CH-001076,8,literacy_demo,-2.2529,2011-03-26,observed,2026-07-15
EDU-008602,CH-001076,8,numeracy_demo,-1.4359,2011-03-20,observed,2026-07-15
EDU-008603,CH-001076,10,literacy_demo,-0.9235,2013-04-25,observed,2026-07-15
EDU-008604,CH-001076,10,numeracy_demo,-1.056,2013-05-27,observed,2026-07-15
EDU-008605,CH-001076,12,literacy_demo,-1.4203,2015-03-12,observed,2026-07-15
EDU-008606,CH-001076,12,numeracy_demo,-0.5313,2015-03-10,observed,2026-07-15
EDU-008607,CH-001076,14,literacy_demo,,2017-04-18,missing_demo,2026-07-15
EDU-008608,CH-001076,14,numeracy_demo,-1.4907,2017-03-08,observed,2026-07-15
EDU-008609,CH-001077,8,literacy_demo,0.3969,2015-03-19,observed,2026-07-15
EDU-008610,CH-001077,8,numeracy_demo,0.3224,2015-03-09,observed,2026-07-15
EDU-008611,CH-001077,10,literacy_demo,-0.1416,2017-02-26,observed,2026-07-15
EDU-008612,CH-001077,10,numeracy_demo,0.2524,2017-05-09,observed,2026-07-15
EDU-008613,CH-001077,12,literacy_demo,0.5184,2019-05-20,observed,2026-07-15
EDU-008614,CH-001077,12,numeracy_demo,-0.2255,2019-03-07,observed,2026-07-15
EDU-008615,CH-001077,14,literacy_demo,-0.2338,2021-04-20,observed,2026-07-15
EDU-008616,CH-001077,14,numeracy_demo,0.0946,2021-04-29,observed,2026-07-15
EDU-008617,CH-001078,8,literacy_demo,0.4576,2011-06-23,observed,2026-07-15
EDU-008618,CH-001078,8,numeracy_demo,-0.1086,2011-07-02,observed,2026-07-15
EDU-008619,CH-001078,10,literacy_demo,0.7703,2013-06-13,observed,2026-07-15
EDU-008620,CH-001078,10,numeracy_demo,0.7216,2013-06-21,observed,2026-07-15
EDU-008621,CH-001078,12,literacy_demo,0.8144,2015-05-25,observed,2026-07-15
EDU-008622,CH-001078,12,numeracy_demo,0.9711,2015-06-21,observed,2026-07-15
EDU-008623,CH-001078,14,literacy_demo,1.4397,2017-08-05,observed,2026-07-15
EDU-008624,CH-001078,14,numeracy_demo,,2017-05-14,missing_demo,2026-07-15
EDU-008625,CH-001079,8,literacy_demo,-0.8552,2010-05-05,observed,2026-07-15
EDU-008626,CH-001079,8,numeracy_demo,-1.0167,2010-04-30,observed,2026-07-15
EDU-008627,CH-001079,10,literacy_demo,-0.9392,2012-04-10,observed,2026-07-15
EDU-008628,CH-001079,10,numeracy_demo,-1.0199,2012-05-30,observed,2026-07-15
EDU-008629,CH-001079,12,literacy_demo,-1.3792,2014-04-22,observed,2026-07-15
EDU-008630,CH-001079,12,numeracy_demo,-1.1504,2014-06-21,observed,2026-07-15
EDU-008631,CH-001079,14,literacy_demo,-1.7864,2016-06-01,observed,2026-07-15
EDU-008632,CH-001079,14,numeracy_demo,-1.2466,2016-06-30,observed,2026-07-15
EDU-008633,CH-001080,8,literacy_demo,-0.8991,2016-12-20,observed,2026-07-15
EDU-008634,CH-001080,8,numeracy_demo,-1.3896,2017-01-03,observed,2026-07-15
EDU-008635,CH-001080,10,literacy_demo,,2018-11-14,missing_demo,2026-07-15
EDU-008636,CH-001080,10,numeracy_demo,-1.418,2018-11-30,observed,2026-07-15
EDU-008637,CH-001080,12,literacy_demo,,2021-01-04,missing_demo,2026-07-15
EDU-008638,CH-001080,12,numeracy_demo,0.1229,2020-12-06,observed,2026-07-15
EDU-008639,CH-001080,14,literacy_demo,0.1042,2022-11-28,observed,2026-07-15
EDU-008640,CH-001080,14,numeracy_demo,-0.3735,2022-12-13,observed,2026-07-15
EDU-008641,CH-001081,8,literacy_demo,-0.7877,2014-12-13,observed,2026-07-15
EDU-008642,CH-001081,8,numeracy_demo,-1.0709,2014-11-29,observed,2026-07-15
EDU-008643,CH-001081,10,literacy_demo,-1.5196,2017-01-05,observed,2026-07-15
EDU-008644,CH-001081,10,numeracy_demo,-0.2301,2016-11-02,observed,2026-07-15
EDU-008645,CH-001081,12,literacy_demo,-0.9288,2019-01-08,observed,2026-07-15
EDU-008646,CH-001081,12,numeracy_demo,-0.9102,2019-01-15,observed,2026-07-15
EDU-008647,CH-001081,14,literacy_demo,-0.6338,2020-11-20,observed,2026-07-15
EDU-008648,CH-001081,14,numeracy_demo,-0.6695,2020-10-26,observed,2026-07-15
EDU-008649,CH-001082,8,literacy_demo,-0.8206,2017-11-28,observed,2026-07-15
EDU-008650,CH-001082,8,numeracy_demo,,2017-12-11,missing_demo,2026-07-15
EDU-008651,CH-001082,10,literacy_demo,-1.4284,2019-10-04,observed,2026-07-15
EDU-008652,CH-001082,10,numeracy_demo,-0.3994,2019-11-22,observed,2026-07-15
EDU-008653,CH-001082,12,literacy_demo,-1.0357,2021-10-24,observed,2026-07-15
EDU-008654,CH-001082,12,numeracy_demo,-0.8274,2021-10-04,observed,2026-07-15
EDU-008655,CH-001082,14,literacy_demo,-0.259,2023-11-11,observed,2026-07-15
EDU-008656,CH-001082,14,numeracy_demo,-0.3594,2023-10-31,observed,2026-07-15
EDU-008657,CH-001083,8,literacy_demo,3.36,2014-10-08,observed,2026-07-15
EDU-008658,CH-001083,8,numeracy_demo,2.9108,2014-11-07,observed,2026-07-15
EDU-008659,CH-001083,10,literacy_demo,2.751,2016-10-27,observed,2026-07-15
EDU-008660,CH-001083,10,numeracy_demo,3.0109,2016-10-10,observed,2026-07-15
EDU-008661,CH-001083,12,literacy_demo,2.7091,2018-09-16,observed,2026-07-15
EDU-008662,CH-001083,12,numeracy_demo,2.9008,2018-09-16,observed,2026-07-15
EDU-008663,CH-001083,14,literacy_demo,2.7035,2020-10-23,observed,2026-07-15
EDU-008664,CH-001083,14,numeracy_demo,2.2976,2020-10-27,observed,2026-07-15
EDU-008665,CH-001084,8,literacy_demo,1.7516,2017-07-31,observed,2026-07-15
EDU-008666,CH-001084,8,numeracy_demo,1.7325,2017-06-20,observed,2026-07-15
EDU-008667,CH-001084,10,literacy_demo,0.9715,2019-07-07,observed,2026-07-15
EDU-008668,CH-001084,10,numeracy_demo,1.9899,2019-06-08,observed,2026-07-15
EDU-008669,CH-001084,12,literacy_demo,1.0103,2021-07-28,observed,2026-07-15
EDU-008670,CH-001084,12,numeracy_demo,1.2649,2021-08-14,observed,2026-07-15
EDU-008671,CH-001084,14,literacy_demo,1.373,2023-05-27,observed,2026-07-15
EDU-008672,CH-001084,14,numeracy_demo,1.4386,2023-08-12,observed,2026-07-15
EDU-008673,CH-001085,8,literacy_demo,-0.5581,2006-09-03,observed,2026-07-15
EDU-008674,CH-001085,8,numeracy_demo,-0.299,2006-10-28,observed,2026-07-15
EDU-008675,CH-001085,10,literacy_demo,-0.4559,2008-08-12,observed,2026-07-15
EDU-008676,CH-001085,10,numeracy_demo,-0.2156,2008-09-09,observed,2026-07-15
EDU-008677,CH-001085,12,literacy_demo,-0.7982,2010-10-02,observed,2026-07-15
EDU-008678,CH-001085,12,numeracy_demo,-0.4586,2010-10-30,observed,2026-07-15
EDU-008679,CH-001085,14,literacy_demo,-0.5369,2012-10-05,observed,2026-07-15
EDU-008680,CH-001085,14,numeracy_demo,-0.0519,2012-09-11,observed,2026-07-15
EDU-008681,CH-001086,8,literacy_demo,-0.4119,2008-11-22,observed,2026-07-15
EDU-008682,CH-001086,8,numeracy_demo,0.0099,2008-10-30,observed,2026-07-15
EDU-008683,CH-001086,10,literacy_demo,-0.4397,2010-12-12,observed,2026-07-15
EDU-008684,CH-001086,10,numeracy_demo,-0.0887,2010-11-08,observed,2026-07-15
EDU-008685,CH-001086,12,literacy_demo,0.6996,2012-12-04,observed,2026-07-15
EDU-008686,CH-001086,12,numeracy_demo,0.9195,2012-11-17,observed,2026-07-15
EDU-008687,CH-001086,14,literacy_demo,0.5853,2014-10-18,observed,2026-07-15
EDU-008688,CH-001086,14,numeracy_demo,0.4237,2014-11-10,observed,2026-07-15
EDU-008689,CH-001087,8,literacy_demo,1.8034,2015-02-03,observed,2026-07-15
EDU-008690,CH-001087,8,numeracy_demo,2.126,2015-02-27,observed,2026-07-15
EDU-008691,CH-001087,10,literacy_demo,1.8208,2016-12-21,observed,2026-07-15
EDU-008692,CH-001087,10,numeracy_demo,0.8391,2017-01-21,observed,2026-07-15
EDU-008693,CH-001087,12,literacy_demo,1.369,2019-01-23,observed,2026-07-15
EDU-008694,CH-001087,12,numeracy_demo,1.7272,2019-02-02,observed,2026-07-15
EDU-008695,CH-001087,14,literacy_demo,1.7251,2020-12-07,observed,2026-07-15
EDU-008696,CH-001087,14,numeracy_demo,0.8352,2021-02-10,observed,2026-07-15
EDU-008697,CH-001088,8,literacy_demo,-0.6705,2013-05-30,observed,2026-07-15
EDU-008698,CH-001088,8,numeracy_demo,-1.5175,2013-06-05,observed,2026-07-15
EDU-008699,CH-001088,10,literacy_demo,-0.7005,2015-04-24,observed,2026-07-15
EDU-008700,CH-001088,10,numeracy_demo,-1.4335,2015-03-25,observed,2026-07-15
EDU-008701,CH-001088,12,literacy_demo,-1.5784,2017-04-22,observed,2026-07-15
EDU-008702,CH-001088,12,numeracy_demo,-0.2986,2017-05-27,observed,2026-07-15
EDU-008703,CH-001088,14,literacy_demo,-1.1332,2019-06-05,observed,2026-07-15
EDU-008704,CH-001088,14,numeracy_demo,-0.7786,2019-05-22,observed,2026-07-15
EDU-008705,CH-001089,8,literacy_demo,0.4628,2011-12-18,observed,2026-07-15
EDU-008706,CH-001089,8,numeracy_demo,1.4678,2011-11-12,observed,2026-07-15
EDU-008707,CH-001089,10,literacy_demo,1.4177,2013-11-13,observed,2026-07-15
EDU-008708,CH-001089,10,numeracy_demo,0.8252,2013-11-01,observed,2026-07-15
EDU-008709,CH-001089,12,literacy_demo,0.7871,2015-11-25,observed,2026-07-15
EDU-008710,CH-001089,12,numeracy_demo,1.2116,2015-12-23,observed,2026-07-15
EDU-008711,CH-001089,14,literacy_demo,1.0319,2017-11-16,observed,2026-07-15
EDU-008712,CH-001089,14,numeracy_demo,,2018-01-25,missing_demo,2026-07-15
EDU-008713,CH-001090,8,literacy_demo,,2008-05-19,missing_demo,2026-07-15
EDU-008714,CH-001090,8,numeracy_demo,-0.9028,2008-03-26,observed,2026-07-15
EDU-008715,CH-001090,10,literacy_demo,-0.926,2010-05-28,observed,2026-07-15
EDU-008716,CH-001090,10,numeracy_demo,-0.5695,2010-04-10,observed,2026-07-15
EDU-008717,CH-001090,12,literacy_demo,-1.0809,2012-05-22,observed,2026-07-15
EDU-008718,CH-001090,12,numeracy_demo,-0.3792,2012-04-15,observed,2026-07-15
EDU-008719,CH-001090,14,literacy_demo,-1.233,2014-03-15,observed,2026-07-15
EDU-008720,CH-001090,14,numeracy_demo,0.1868,2014-04-28,observed,2026-07-15
EDU-008721,CH-001091,8,literacy_demo,,2010-09-13,missing_demo,2026-07-15
EDU-008722,CH-001091,8,numeracy_demo,-0.354,2010-10-06,observed,2026-07-15
EDU-008723,CH-001091,10,literacy_demo,-0.8113,2012-10-20,observed,2026-07-15
EDU-008724,CH-001091,10,numeracy_demo,-1.2613,2012-08-21,observed,2026-07-15
EDU-008725,CH-001091,12,literacy_demo,-0.589,2014-10-10,observed,2026-07-15
EDU-008726,CH-001091,12,numeracy_demo,0.039,2014-09-20,observed,2026-07-15
EDU-008727,CH-001091,14,literacy_demo,-0.5979,2016-09-22,observed,2026-07-15
EDU-008728,CH-001091,14,numeracy_demo,,2016-08-23,missing_demo,2026-07-15
EDU-008729,CH-001092,8,literacy_demo,-1.2179,2012-10-02,observed,2026-07-15
EDU-008730,CH-001092,8,numeracy_demo,-1.6128,2012-09-27,observed,2026-07-15
EDU-008731,CH-001092,10,literacy_demo,-1.394,2014-11-10,observed,2026-07-15
EDU-008732,CH-001092,10,numeracy_demo,-1.7941,2014-11-07,observed,2026-07-15
EDU-008733,CH-001092,12,literacy_demo,-2.167,2016-10-13,observed,2026-07-15
EDU-008734,CH-001092,12,numeracy_demo,,2016-10-29,missing_demo,2026-07-15
EDU-008735,CH-001092,14,literacy_demo,-1.5346,2018-09-26,observed,2026-07-15
EDU-008736,CH-001092,14,numeracy_demo,-1.6937,2018-10-21,observed,2026-07-15
EDU-008737,CH-001093,8,literacy_demo,-0.0757,2016-05-23,observed,2026-07-15
EDU-008738,CH-001093,8,numeracy_demo,-0.2577,2016-06-28,observed,2026-07-15
EDU-008739,CH-001093,10,literacy_demo,0.1045,2018-06-12,observed,2026-07-15
EDU-008740,CH-001093,10,numeracy_demo,0.0474,2018-07-10,observed,2026-07-15
EDU-008741,CH-001093,12,literacy_demo,,2020-06-06,missing_demo,2026-07-15
EDU-008742,CH-001093,12,numeracy_demo,-0.3972,2020-04-20,observed,2026-07-15
EDU-008743,CH-001093,14,literacy_demo,-0.4617,2022-05-15,observed,2026-07-15
EDU-008744,CH-001093,14,numeracy_demo,0.0292,2022-07-19,observed,2026-07-15
EDU-008745,CH-001094,8,literacy_demo,-0.7956,2006-04-14,observed,2026-07-15
EDU-008746,CH-001094,8,numeracy_demo,-0.6569,2006-03-18,observed,2026-07-15
EDU-008747,CH-001094,10,literacy_demo,-0.1877,2008-03-25,observed,2026-07-15
EDU-008748,CH-001094,10,numeracy_demo,-0.5216,2008-03-22,observed,2026-07-15
EDU-008749,CH-001094,12,literacy_demo,0.0521,2010-03-26,observed,2026-07-15
EDU-008750,CH-001094,12,numeracy_demo,0.0697,2010-06-11,observed,2026-07-15
EDU-008751,CH-001094,14,literacy_demo,-0.0661,2012-03-21,observed,2026-07-15
EDU-008752,CH-001094,14,numeracy_demo,0.6282,2012-05-07,observed,2026-07-15
EDU-008753,CH-001095,8,literacy_demo,-0.0415,2009-03-06,observed,2026-07-15
EDU-008754,CH-001095,8,numeracy_demo,0.2013,2009-02-05,observed,2026-07-15
EDU-008755,CH-001095,10,literacy_demo,1.2576,2011-03-06,observed,2026-07-15
EDU-008756,CH-001095,10,numeracy_demo,0.5458,2011-04-26,observed,2026-07-15
EDU-008757,CH-001095,12,literacy_demo,0.2051,2013-03-16,observed,2026-07-15
EDU-008758,CH-001095,12,numeracy_demo,-0.2662,2013-04-17,observed,2026-07-15
EDU-008759,CH-001095,14,literacy_demo,0.0945,2015-04-19,observed,2026-07-15
EDU-008760,CH-001095,14,numeracy_demo,,2015-02-16,missing_demo,2026-07-15
EDU-008761,CH-001096,8,literacy_demo,-0.9104,2009-10-28,observed,2026-07-15
EDU-008762,CH-001096,8,numeracy_demo,-0.1424,2009-09-26,observed,2026-07-15
EDU-008763,CH-001096,10,literacy_demo,-0.785,2011-08-23,observed,2026-07-15
EDU-008764,CH-001096,10,numeracy_demo,-0.1871,2011-09-20,observed,2026-07-15
EDU-008765,CH-001096,12,literacy_demo,-0.5629,2013-08-18,observed,2026-07-15
EDU-008766,CH-001096,12,numeracy_demo,-0.3936,2013-11-07,observed,2026-07-15
EDU-008767,CH-001096,14,literacy_demo,-0.4876,2015-10-14,observed,2026-07-15
EDU-008768,CH-001096,14,numeracy_demo,-0.9538,2015-09-05,observed,2026-07-15
EDU-008769,CH-001097,8,literacy_demo,-0.4179,2012-05-14,observed,2026-07-15
EDU-008770,CH-001097,8,numeracy_demo,-1.0727,2012-08-06,observed,2026-07-15
EDU-008771,CH-001097,10,literacy_demo,-0.3202,2014-07-10,observed,2026-07-15
EDU-008772,CH-001097,10,numeracy_demo,0.0209,2014-06-06,observed,2026-07-15
EDU-008773,CH-001097,12,literacy_demo,0.0309,2016-06-04,observed,2026-07-15
EDU-008774,CH-001097,12,numeracy_demo,-0.5518,2016-08-02,observed,2026-07-15
EDU-008775,CH-001097,14,literacy_demo,0.0103,2018-05-13,observed,2026-07-15
EDU-008776,CH-001097,14,numeracy_demo,0.882,2018-07-15,observed,2026-07-15
EDU-008777,CH-001098,8,literacy_demo,-0.5122,2014-08-31,observed,2026-07-15
EDU-008778,CH-001098,8,numeracy_demo,-0.1341,2014-07-31,observed,2026-07-15
EDU-008779,CH-001098,10,literacy_demo,0.0451,2016-08-25,observed,2026-07-15
EDU-008780,CH-001098,10,numeracy_demo,-0.0462,2016-08-30,observed,2026-07-15
EDU-008781,CH-001098,12,literacy_demo,-0.6119,2018-08-26,observed,2026-07-15
EDU-008782,CH-001098,12,numeracy_demo,-0.7265,2018-08-11,observed,2026-07-15
EDU-008783,CH-001098,14,literacy_demo,-0.9953,2020-09-11,observed,2026-07-15
EDU-008784,CH-001098,14,numeracy_demo,,2020-07-24,missing_demo,2026-07-15
EDU-008785,CH-001099,8,literacy_demo,-1.3361,2016-05-13,observed,2026-07-15
EDU-008786,CH-001099,8,numeracy_demo,-0.6676,2016-07-10,observed,2026-07-15
EDU-008787,CH-001099,10,literacy_demo,-0.3537,2018-06-18,observed,2026-07-15
EDU-008788,CH-001099,10,numeracy_demo,-0.6452,2018-06-24,observed,2026-07-15
EDU-008789,CH-001099,12,literacy_demo,-0.3512,2020-05-26,observed,2026-07-15
EDU-008790,CH-001099,12,numeracy_demo,-0.1814,2020-05-31,observed,2026-07-15
EDU-008791,CH-001099,14,literacy_demo,-0.2412,2022-06-26,observed,2026-07-15
EDU-008792,CH-001099,14,numeracy_demo,-0.3915,2022-07-04,observed,2026-07-15
EDU-008793,CH-001100,8,literacy_demo,0.8374,2009-03-08,observed,2026-07-15
EDU-008794,CH-001100,8,numeracy_demo,1.5355,2009-02-11,observed,2026-07-15
EDU-008795,CH-001100,10,literacy_demo,1.9373,2011-01-21,observed,2026-07-15
EDU-008796,CH-001100,10,numeracy_demo,2.0913,2011-02-19,observed,2026-07-15
EDU-008797,CH-001100,12,literacy_demo,2.0029,2013-02-16,observed,2026-07-15
EDU-008798,CH-001100,12,numeracy_demo,1.9852,2013-02-23,observed,2026-07-15
EDU-008799,CH-001100,14,literacy_demo,2.0643,2015-03-13,observed,2026-07-15
EDU-008800,CH-001100,14,numeracy_demo,3.084,2015-03-21,observed,2026-07-15
EDU-008801,CH-001101,8,literacy_demo,2.0337,2011-01-09,observed,2026-07-15
EDU-008802,CH-001101,8,numeracy_demo,2.497,2011-01-04,observed,2026-07-15
EDU-008803,CH-001101,10,literacy_demo,0.7053,2013-02-11,observed,2026-07-15
EDU-008804,CH-001101,10,numeracy_demo,2.3911,2013-01-12,observed,2026-07-15
EDU-008805,CH-001101,12,literacy_demo,1.3194,2015-01-25,observed,2026-07-15
EDU-008806,CH-001101,12,numeracy_demo,2.2587,2014-12-08,observed,2026-07-15
EDU-008807,CH-001101,14,literacy_demo,1.2614,2017-01-04,observed,2026-07-15
EDU-008808,CH-001101,14,numeracy_demo,2.0391,2016-12-06,observed,2026-07-15
EDU-008809,CH-001102,8,literacy_demo,-1.3502,2007-05-04,observed,2026-07-15
EDU-008810,CH-001102,8,numeracy_demo,,2007-06-20,missing_demo,2026-07-15
EDU-008811,CH-001102,10,literacy_demo,-0.4286,2009-04-18,observed,2026-07-15
EDU-008812,CH-001102,10,numeracy_demo,-0.9464,2009-05-08,observed,2026-07-15
EDU-008813,CH-001102,12,literacy_demo,-1.1266,2011-06-09,observed,2026-07-15
EDU-008814,CH-001102,12,numeracy_demo,-0.6876,2011-05-26,observed,2026-07-15
EDU-008815,CH-001102,14,literacy_demo,-1.2411,2013-06-27,observed,2026-07-15
EDU-008816,CH-001102,14,numeracy_demo,-0.2729,2013-03-30,observed,2026-07-15
EDU-008817,CH-001103,8,literacy_demo,-1.1303,2009-12-21,observed,2026-07-15
EDU-008818,CH-001103,8,numeracy_demo,-0.3981,2009-11-29,observed,2026-07-15
EDU-008819,CH-001103,10,literacy_demo,-0.0283,2011-12-03,observed,2026-07-15
EDU-008820,CH-001103,10,numeracy_demo,-0.4983,2011-11-28,observed,2026-07-15
EDU-008821,CH-001103,12,literacy_demo,0.3218,2013-12-12,observed,2026-07-15
EDU-008822,CH-001103,12,numeracy_demo,-0.3939,2013-10-25,observed,2026-07-15
EDU-008823,CH-001103,14,literacy_demo,0.101,2015-12-29,observed,2026-07-15
EDU-008824,CH-001103,14,numeracy_demo,-0.4445,2015-10-16,observed,2026-07-15
EDU-008825,CH-001104,8,literacy_demo,0.4178,2012-01-08,observed,2026-07-15
EDU-008826,CH-001104,8,numeracy_demo,0.072,2011-11-14,observed,2026-07-15
EDU-008827,CH-001104,10,literacy_demo,0.3326,2014-01-07,observed,2026-07-15
EDU-008828,CH-001104,10,numeracy_demo,-0.4752,2013-12-04,observed,2026-07-15
EDU-008829,CH-001104,12,literacy_demo,-0.0508,2015-12-24,observed,2026-07-15
EDU-008830,CH-001104,12,numeracy_demo,0.2058,2016-01-10,observed,2026-07-15
EDU-008831,CH-001104,14,literacy_demo,0.5595,2017-12-27,observed,2026-07-15
EDU-008832,CH-001104,14,numeracy_demo,0.6071,2017-10-30,observed,2026-07-15
EDU-008833,CH-001105,8,literacy_demo,-0.9364,2016-06-06,observed,2026-07-15
EDU-008834,CH-001105,8,numeracy_demo,0.1001,2016-05-16,observed,2026-07-15
EDU-008835,CH-001105,10,literacy_demo,-0.9547,2018-04-19,observed,2026-07-15
EDU-008836,CH-001105,10,numeracy_demo,,2018-06-21,missing_demo,2026-07-15
EDU-008837,CH-001105,12,literacy_demo,-0.5317,2020-05-01,observed,2026-07-15
EDU-008838,CH-001105,12,numeracy_demo,0.4119,2020-05-04,observed,2026-07-15
EDU-008839,CH-001105,14,literacy_demo,0.4271,2022-06-29,observed,2026-07-15
EDU-008840,CH-001105,14,numeracy_demo,0.9984,2022-06-22,observed,2026-07-15
EDU-008841,CH-001106,8,literacy_demo,-0.3584,2017-12-19,observed,2026-07-15
EDU-008842,CH-001106,8,numeracy_demo,-0.9018,2017-11-30,observed,2026-07-15
EDU-008843,CH-001106,10,literacy_demo,,2019-12-08,missing_demo,2026-07-15
EDU-008844,CH-001106,10,numeracy_demo,-0.7027,2020-01-02,observed,2026-07-15
EDU-008845,CH-001106,12,literacy_demo,,2021-11-14,missing_demo,2026-07-15
EDU-008846,CH-001106,12,numeracy_demo,-1.3808,2021-12-21,observed,2026-07-15
EDU-008847,CH-001106,14,literacy_demo,-0.9765,2024-01-12,observed,2026-07-15
EDU-008848,CH-001106,14,numeracy_demo,-0.6442,2023-11-25,observed,2026-07-15
EDU-008849,CH-001107,8,literacy_demo,1.3669,2008-09-10,observed,2026-07-15
EDU-008850,CH-001107,8,numeracy_demo,1.299,2008-09-09,observed,2026-07-15
EDU-008851,CH-001107,10,literacy_demo,,2010-09-12,missing_demo,2026-07-15
EDU-008852,CH-001107,10,numeracy_demo,0.7913,2010-09-13,observed,2026-07-15
EDU-008853,CH-001107,12,literacy_demo,1.3508,2012-08-27,observed,2026-07-15
